id,document,canton,year,n,form,frpos,frlemma,lang,list
w_FR_BE_2016_65886,FR_BE,BE,2016,65886,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_72429,FR_BE,BE,2016,72429,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_73856,FR_BE,BE,2016,73856,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_73954,FR_BE,BE,2016,73954,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_74041,FR_BE,BE,2016,74041,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_74177,FR_BE,BE,2016,74177,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_76257,FR_BE,BE,2016,76257,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_76349,FR_BE,BE,2016,76349,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_77190,FR_BE,BE,2016,77190,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_78424,FR_BE,BE,2016,78424,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_78437,FR_BE,BE,2016,78437,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_78455,FR_BE,BE,2016,78455,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_79144,FR_BE,BE,2016,79144,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_80020,FR_BE,BE,2016,80020,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_80082,FR_BE,BE,2016,80082,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_84955,FR_BE,BE,2016,84955,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_85753,FR_BE,BE,2016,85753,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_85835,FR_BE,BE,2016,85835,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_87341,FR_BE,BE,2016,87341,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_87448,FR_BE,BE,2016,87448,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_87468,FR_BE,BE,2016,87468,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_88270,FR_BE,BE,2016,88270,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_88444,FR_BE,BE,2016,88444,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_88466,FR_BE,BE,2016,88466,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_89952,FR_BE,BE,2016,89952,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_90042,FR_BE,BE,2016,90042,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_90494,FR_BE,BE,2016,90494,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_90585,FR_BE,BE,2016,90585,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_90594,FR_BE,BE,2016,90594,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_91464,FR_BE,BE,2016,91464,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_95058,FR_BE,BE,2016,95058,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_98095,FR_BE,BE,2016,98095,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_99048,FR_BE,BE,2016,99048,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_100565,FR_BE,BE,2016,100565,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_100729,FR_BE,BE,2016,100729,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_107415,FR_BE,BE,2016,107415,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_107875,FR_BE,BE,2016,107875,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_111189,FR_BE,BE,2016,111189,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_112034,FR_BE,BE,2016,112034,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_112134,FR_BE,BE,2016,112134,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_112528,FR_BE,BE,2016,112528,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_112556,FR_BE,BE,2016,112556,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_112567,FR_BE,BE,2016,112567,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_112570,FR_BE,BE,2016,112570,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_112741,FR_BE,BE,2016,112741,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_112747,FR_BE,BE,2016,112747,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_112949,FR_BE,BE,2016,112949,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_114015,FR_BE,BE,2016,114015,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_114106,FR_BE,BE,2016,114106,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_114115,FR_BE,BE,2016,114115,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_115559,FR_BE,BE,2016,115559,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_115563,FR_BE,BE,2016,115563,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_115672,FR_BE,BE,2016,115672,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_116213,FR_BE,BE,2016,116213,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_116226,FR_BE,BE,2016,116226,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_116335,FR_BE,BE,2016,116335,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_118071,FR_BE,BE,2016,118071,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_118964,FR_BE,BE,2016,118964,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_119044,FR_BE,BE,2016,119044,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_119612,FR_BE,BE,2016,119612,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_119702,FR_BE,BE,2016,119702,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_121891,FR_BE,BE,2016,121891,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_121989,FR_BE,BE,2016,121989,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_123041,FR_BE,BE,2016,123041,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_123686,FR_BE,BE,2016,123686,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2016_123771,FR_BE,BE,2016,123771,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_JU_2018_6437,FR_JU,JU,2018,6437,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_2864,FR_BE,BE,2012,2864,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_12304,FR_BE,BE,2012,12304,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_12360,FR_BE,BE,2012,12360,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_12480,FR_BE,BE,2012,12480,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_12568,FR_BE,BE,2012,12568,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_12582,FR_BE,BE,2012,12582,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_12633,FR_BE,BE,2012,12633,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_12638,FR_BE,BE,2012,12638,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_18115,FR_BE,BE,2012,18115,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_18587,FR_BE,BE,2012,18587,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_20247,FR_BE,BE,2012,20247,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_22366,FR_BE,BE,2012,22366,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_23204,FR_BE,BE,2012,23204,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_23238,FR_BE,BE,2012,23238,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_25558,FR_BE,BE,2012,25558,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_27011,FR_BE,BE,2012,27011,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_30098,FR_BE,BE,2012,30098,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_31669,FR_BE,BE,2012,31669,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_32228,FR_BE,BE,2012,32228,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_32446,FR_BE,BE,2012,32446,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_32448,FR_BE,BE,2012,32448,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_32478,FR_BE,BE,2012,32478,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_32512,FR_BE,BE,2012,32512,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_32951,FR_BE,BE,2012,32951,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_33197,FR_BE,BE,2012,33197,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_33603,FR_BE,BE,2012,33603,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_35706,FR_BE,BE,2012,35706,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_37257,FR_BE,BE,2012,37257,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_37340,FR_BE,BE,2012,37340,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_48951,FR_BE,BE,2012,48951,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_48955,FR_BE,BE,2012,48955,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_48977,FR_BE,BE,2012,48977,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_48988,FR_BE,BE,2012,48988,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_49039,FR_BE,BE,2012,49039,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_56253,FR_BE,BE,2012,56253,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_59580,FR_BE,BE,2012,59580,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_61569,FR_BE,BE,2012,61569,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_63021,FR_BE,BE,2012,63021,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_63393,FR_BE,BE,2012,63393,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_63488,FR_BE,BE,2012,63488,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_63568,FR_BE,BE,2012,63568,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_63699,FR_BE,BE,2012,63699,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_64396,FR_BE,BE,2012,64396,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_65299,FR_BE,BE,2012,65299,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_65388,FR_BE,BE,2012,65388,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_66343,FR_BE,BE,2012,66343,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_68043,FR_BE,BE,2012,68043,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_68056,FR_BE,BE,2012,68056,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_68074,FR_BE,BE,2012,68074,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_71523,FR_BE,BE,2012,71523,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_71602,FR_BE,BE,2012,71602,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_72991,FR_BE,BE,2012,72991,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_73891,FR_BE,BE,2012,73891,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_74062,FR_BE,BE,2012,74062,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_74084,FR_BE,BE,2012,74084,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_75220,FR_BE,BE,2012,75220,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_75657,FR_BE,BE,2012,75657,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_75744,FR_BE,BE,2012,75744,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_76202,FR_BE,BE,2012,76202,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_76290,FR_BE,BE,2012,76290,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_77507,FR_BE,BE,2012,77507,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_81082,FR_BE,BE,2012,81082,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_83891,FR_BE,BE,2012,83891,coût,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_84448,FR_BE,BE,2012,84448,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_87181,FR_BE,BE,2012,87181,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_88367,FR_BE,BE,2012,88367,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_88840,FR_BE,BE,2012,88840,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_89403,FR_BE,BE,2012,89403,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_91765,FR_BE,BE,2012,91765,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_91842,FR_BE,BE,2012,91842,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_92272,FR_BE,BE,2012,92272,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_93176,FR_BE,BE,2012,93176,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_93264,FR_BE,BE,2012,93264,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_93581,FR_BE,BE,2012,93581,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_93595,FR_BE,BE,2012,93595,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_93855,FR_BE,BE,2012,93855,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_93959,FR_BE,BE,2012,93959,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_93975,FR_BE,BE,2012,93975,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_95127,FR_BE,BE,2012,95127,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_95221,FR_BE,BE,2012,95221,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_95230,FR_BE,BE,2012,95230,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_96674,FR_BE,BE,2012,96674,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_96724,FR_BE,BE,2012,96724,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_96830,FR_BE,BE,2012,96830,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_97544,FR_BE,BE,2012,97544,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_97599,FR_BE,BE,2012,97599,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_98839,FR_BE,BE,2012,98839,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_98852,FR_BE,BE,2012,98852,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_98958,FR_BE,BE,2012,98958,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_99586,FR_BE,BE,2012,99586,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_101199,FR_BE,BE,2012,101199,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_102121,FR_BE,BE,2012,102121,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_102198,FR_BE,BE,2012,102198,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_102663,FR_BE,BE,2012,102663,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_102741,FR_BE,BE,2012,102741,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_103207,FR_BE,BE,2012,103207,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_103769,FR_BE,BE,2012,103769,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_104232,FR_BE,BE,2012,104232,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_104762,FR_BE,BE,2012,104762,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_105195,FR_BE,BE,2012,105195,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_105865,FR_BE,BE,2012,105865,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_105960,FR_BE,BE,2012,105960,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_106527,FR_BE,BE,2012,106527,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_106617,FR_BE,BE,2012,106617,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_107126,FR_BE,BE,2012,107126,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_107204,FR_BE,BE,2012,107204,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_107267,FR_BE,BE,2012,107267,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_107906,FR_BE,BE,2012,107906,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_BE_2012_107988,FR_BE,BE,2012,107988,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_3371,FR_FR,FR,2002,3371,coût,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_5530,FR_FR,FR,2002,5530,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_6178,FR_FR,FR,2002,6178,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_9283,FR_FR,FR,2002,9283,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_12224,FR_FR,FR,2002,12224,coût,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_38020,FR_FR,FR,2002,38020,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_39381,FR_FR,FR,2002,39381,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_44046,FR_FR,FR,2002,44046,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_49445,FR_FR,FR,2002,49445,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_50108,FR_FR,FR,2002,50108,coût,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_54165,FR_FR,FR,2002,54165,coût,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_111347,FR_FR,FR,2002,111347,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_120981,FR_FR,FR,2002,120981,coût,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_121078,FR_FR,FR,2002,121078,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_130367,FR_FR,FR,2002,130367,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_136954,FR_FR,FR,2002,136954,coût,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_149527,FR_FR,FR,2002,149527,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_168944,FR_FR,FR,2002,168944,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_173036,FR_FR,FR,2002,173036,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_174799,FR_FR,FR,2002,174799,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_178503,FR_FR,FR,2002,178503,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_180026,FR_FR,FR,2002,180026,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_184463,FR_FR,FR,2002,184463,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_191907,FR_FR,FR,2002,191907,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_205215,FR_FR,FR,2002,205215,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_206359,FR_FR,FR,2002,206359,coût,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_206433,FR_FR,FR,2002,206433,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_206542,FR_FR,FR,2002,206542,coût,NOM,coût,FR,lemmesTempsFR
w_FR_FR_2002_206557,FR_FR,FR,2002,206557,coût,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_10398,FR_VD,VD,2022,10398,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_11786,FR_VD,VD,2022,11786,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_15205,FR_VD,VD,2022,15205,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_19463,FR_VD,VD,2022,19463,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_21314,FR_VD,VD,2022,21314,coût,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_22781,FR_VD,VD,2022,22781,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_24483,FR_VD,VD,2022,24483,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_24786,FR_VD,VD,2022,24786,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_24793,FR_VD,VD,2022,24793,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_25337,FR_VD,VD,2022,25337,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_26245,FR_VD,VD,2022,26245,coût,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_30579,FR_VD,VD,2022,30579,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_30643,FR_VD,VD,2022,30643,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_30718,FR_VD,VD,2022,30718,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_30916,FR_VD,VD,2022,30916,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_31019,FR_VD,VD,2022,31019,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_31155,FR_VD,VD,2022,31155,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_36323,FR_VD,VD,2022,36323,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_36734,FR_VD,VD,2022,36734,coût,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_37180,FR_VD,VD,2022,37180,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_39366,FR_VD,VD,2022,39366,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_41369,FR_VD,VD,2022,41369,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_42134,FR_VD,VD,2022,42134,coût,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_42653,FR_VD,VD,2022,42653,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_44342,FR_VD,VD,2022,44342,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_45080,FR_VD,VD,2022,45080,coût,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_45978,FR_VD,VD,2022,45978,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_47185,FR_VD,VD,2022,47185,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_52094,FR_VD,VD,2022,52094,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_52100,FR_VD,VD,2022,52100,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_53386,FR_VD,VD,2022,53386,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_56698,FR_VD,VD,2022,56698,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_57180,FR_VD,VD,2022,57180,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_57977,FR_VD,VD,2022,57977,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_59061,FR_VD,VD,2022,59061,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_60768,FR_VD,VD,2022,60768,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_61404,FR_VD,VD,2022,61404,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_61417,FR_VD,VD,2022,61417,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_61540,FR_VD,VD,2022,61540,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_62540,FR_VD,VD,2022,62540,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_63545,FR_VD,VD,2022,63545,coût,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_63726,FR_VD,VD,2022,63726,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_64759,FR_VD,VD,2022,64759,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_64781,FR_VD,VD,2022,64781,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_66194,FR_VD,VD,2022,66194,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_67395,FR_VD,VD,2022,67395,coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_67485,FR_VD,VD,2022,67485,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_75108,FR_VD,VD,2022,75108,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_77982,FR_VD,VD,2022,77982,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_79834,FR_VD,VD,2022,79834,coût,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_81218,FR_VD,VD,2022,81218,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_82693,FR_VD,VD,2022,82693,coût,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_83567,FR_VD,VD,2022,83567,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_84922,FR_VD,VD,2022,84922,coût,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_85839,FR_VD,VD,2022,85839,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_88025,FR_VD,VD,2022,88025,Coûts,NOM,coût,FR,lemmesTempsFR
w_FR_VD_2022_92295,FR_VD,VD,2022,92295,Coûts,NOM,coût,FR,lemmesTempsFR
