id,document,canton,year,n,form,frpos,frlemma,lang,list
w_FR_VS_2019_28778,FR_VS,VS,2019,28778,et,KON,et,FR,lemmesMotiliteFR
w_FR_VS_2019_28780,FR_VS,VS,2019,28780,représentation,NOM,représentation,FR,lemmesMotiliteFR
w_FR_BE_2024_87435,FR_BE,BE,2024,87435,.,SENT,.,FR,lemmesMotiliteFR
w_FR_BE_2024_87437,FR_BE,BE,2024,87437,représentation,NOM,représentation,FR,lemmesMotiliteFR
w_FR_BE_2016_8335,FR_BE,BE,2016,8335,impliquant,VER:ppre,impliquer,FR,lemmesMotiliteFR
w_FR_BE_2016_8337,FR_BE,BE,2016,8337,adaptations,NOM,adaptation,FR,lemmesMotiliteFR
w_FR_BE_2024_7750,FR_BE,BE,2024,7750,impliquant,VER:ppre,impliquer,FR,lemmesMotiliteFR
w_FR_BE_2024_7752,FR_BE,BE,2024,7752,adaptations,NOM,adaptation,FR,lemmesMotiliteFR
w_FR_BE_2013_14605,FR_BE,BE,2013,14605,cantonales,ADJ,cantonal,FR,lemmesMotiliteFR
w_FR_BE_2013_14607,FR_BE,BE,2013,14607,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2013_17412,FR_BE,BE,2013,17412,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2013_17414,FR_BE,BE,2013,17414,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2013_17956,FR_BE,BE,2013,17956,B,NAM,B,FR,lemmesMotiliteFR
w_FR_BE_2013_17958,FR_BE,BE,2013,17958,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2013_17961,FR_BE,BE,2013,17961,globale,ADJ,global,FR,lemmesMotiliteFR
w_FR_BE_2013_17963,FR_BE,BE,2013,17963,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2013_18462,FR_BE,BE,2013,18462,dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2013_18464,FR_BE,BE,2013,18464,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2013_18644,FR_BE,BE,2013,18644,selon,PRP,selon,FR,lemmesMotiliteFR
w_FR_BE_2013_18646,FR_BE,BE,2013,18646,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2013_25392,FR_BE,BE,2013,25392,dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2013_25394,FR_BE,BE,2013,25394,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2013_67217,FR_BE,BE,2013,67217,démographique,ADJ,démographique,FR,lemmesMotiliteFR
w_FR_BE_2013_67219,FR_BE,BE,2013,67219,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2013_69281,FR_BE,BE,2013,69281,base,NOM,base,FR,lemmesMotiliteFR
w_FR_BE_2013_69283,FR_BE,BE,2013,69283,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2013_105281,FR_BE,BE,2013,105281,communications,NOM,communication,FR,lemmesMotiliteFR
w_FR_BE_2013_105283,FR_BE,BE,2013,105283,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_14573,FR_BE,BE,2016,14573,autorités,NOM,autorité,FR,lemmesMotiliteFR
w_FR_BE_2016_14575,FR_BE,BE,2016,14575,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_17050,FR_BE,BE,2016,17050,.,SENT,.,FR,lemmesMotiliteFR
w_FR_BE_2016_17052,FR_BE,BE,2016,17052,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_23707,FR_BE,BE,2016,23707,dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2016_23709,FR_BE,BE,2016,23709,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_23929,FR_BE,BE,2016,23929,avenir,NOM,avenir,FR,lemmesMotiliteFR
w_FR_BE_2016_23931,FR_BE,BE,2016,23931,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_23947,FR_BE,BE,2016,23947,selon,PRP,selon,FR,lemmesMotiliteFR
w_FR_BE_2016_23949,FR_BE,BE,2016,23949,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_23952,FR_BE,BE,2016,23952,globale,ADJ,global,FR,lemmesMotiliteFR
w_FR_BE_2016_23954,FR_BE,BE,2016,23954,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_24462,FR_BE,BE,2016,24462,dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2016_24464,FR_BE,BE,2016,24464,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_31634,FR_BE,BE,2016,31634,dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2016_31636,FR_BE,BE,2016,31636,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_77492,FR_BE,BE,2016,77492,démographique,ADJ,démographique,FR,lemmesMotiliteFR
w_FR_BE_2016_77494,FR_BE,BE,2016,77494,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_78992,FR_BE,BE,2016,78992,base,NOM,base,FR,lemmesMotiliteFR
w_FR_BE_2016_78994,FR_BE,BE,2016,78994,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2016_125867,FR_BE,BE,2016,125867,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2016_125869,FR_BE,BE,2016,125869,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2012_14622,FR_BE,BE,2012,14622,cantonales,ADJ,cantonal,FR,lemmesMotiliteFR
w_FR_BE_2012_14624,FR_BE,BE,2012,14624,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2012_17429,FR_BE,BE,2012,17429,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2012_17431,FR_BE,BE,2012,17431,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2012_17973,FR_BE,BE,2012,17973,B,NAM,B,FR,lemmesMotiliteFR
w_FR_BE_2012_17975,FR_BE,BE,2012,17975,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2012_17978,FR_BE,BE,2012,17978,globale,ADJ,global,FR,lemmesMotiliteFR
w_FR_BE_2012_17980,FR_BE,BE,2012,17980,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2012_18479,FR_BE,BE,2012,18479,dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2012_18481,FR_BE,BE,2012,18481,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2012_18661,FR_BE,BE,2012,18661,selon,PRP,selon,FR,lemmesMotiliteFR
w_FR_BE_2012_18663,FR_BE,BE,2012,18663,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2012_25409,FR_BE,BE,2012,25409,dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2012_25411,FR_BE,BE,2012,25411,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2012_66546,FR_BE,BE,2012,66546,démographique,ADJ,démographique,FR,lemmesMotiliteFR
w_FR_BE_2012_66548,FR_BE,BE,2012,66548,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2012_68623,FR_BE,BE,2012,68623,base,NOM,base,FR,lemmesMotiliteFR
w_FR_BE_2012_68625,FR_BE,BE,2012,68625,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2012_108514,FR_BE,BE,2012,108514,communications,NOM,communication,FR,lemmesMotiliteFR
w_FR_BE_2012_108516,FR_BE,BE,2012,108516,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2022_15592,FR_VD,VD,2022,15592,région,NOM,région,FR,lemmesMotiliteFR
w_FR_VD_2022_15594,FR_VD,VD,2022,15594,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2022_162379,FR_VD,VD,2022,162379,Mobilité,NOM,mobilité,FR,lemmesMotiliteFR
w_FR_VD_2022_162381,FR_VD,VD,2022,162381,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2022_176082,FR_VD,VD,2022,176082,synthétisent,VER:pres,synthétiser,FR,lemmesMotiliteFR
w_FR_VD_2022_176084,FR_VD,VD,2022,176084,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2022_176220,FR_VD,VD,2022,176220,effets,NOM,effet,FR,lemmesMotiliteFR
w_FR_VD_2022_176222,FR_VD,VD,2022,176222,stratégies,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2008_22975,FR_BE,BE,2008,22975,la,DET:ART,le,FR,lemmesMotiliteFR
w_FR_BE_2008_22977,FR_BE,BE,2008,22977,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2008_46156,FR_BE,BE,2008,46156,),PUN,),FR,lemmesMotiliteFR
w_FR_BE_2008_46158,FR_BE,BE,2008,46158,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2008_55517,FR_BE,BE,2008,55517,Mesure,VER:pres,mesurer,FR,lemmesMotiliteFR
w_FR_BE_2008_55519,FR_BE,BE,2008,55519,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2008_55658,FR_BE,BE,2008,55658,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2008_55660,FR_BE,BE,2008,55660,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2008_55976,FR_BE,BE,2008,55976,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2008_55978,FR_BE,BE,2008,55978,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2008_62768,FR_BE,BE,2008,62768,démographique,ADJ,démographique,FR,lemmesMotiliteFR
w_FR_BE_2008_62770,FR_BE,BE,2008,62770,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2008_98030,FR_BE,BE,2008,98030,trajets,NOM,trajet,FR,lemmesMotiliteFR
w_FR_BE_2008_98032,FR_BE,BE,2008,98032,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2002_50318,FR_BE,BE,2002,50318,élaborer,VER:infi,élaborer,FR,lemmesMotiliteFR
w_FR_BE_2002_50320,FR_BE,BE,2002,50320,stratégies,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2018_15275,FR_VD,VD,2018,15275,région,NOM,région,FR,lemmesMotiliteFR
w_FR_VD_2018_15277,FR_VD,VD,2018,15277,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2006_22973,FR_BE,BE,2006,22973,la,DET:ART,le,FR,lemmesMotiliteFR
w_FR_BE_2006_22975,FR_BE,BE,2006,22975,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2006_46154,FR_BE,BE,2006,46154,),PUN,),FR,lemmesMotiliteFR
w_FR_BE_2006_46156,FR_BE,BE,2006,46156,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2006_55567,FR_BE,BE,2006,55567,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2006_55569,FR_BE,BE,2006,55569,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2006_55708,FR_BE,BE,2006,55708,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2006_55710,FR_BE,BE,2006,55710,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2006_56024,FR_BE,BE,2006,56024,d',PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2006_56026,FR_BE,BE,2006,56026,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2006_56089,FR_BE,BE,2006,56089,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2006_56091,FR_BE,BE,2006,56091,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2006_97537,FR_BE,BE,2006,97537,trajets,NOM,trajet,FR,lemmesMotiliteFR
w_FR_BE_2006_97539,FR_BE,BE,2006,97539,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2010_14611,FR_BE,BE,2010,14611,cantonales,ADJ,cantonal,FR,lemmesMotiliteFR
w_FR_BE_2010_14613,FR_BE,BE,2010,14613,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2010_17418,FR_BE,BE,2010,17418,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2010_17420,FR_BE,BE,2010,17420,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2010_17962,FR_BE,BE,2010,17962,B,NAM,B,FR,lemmesMotiliteFR
w_FR_BE_2010_17964,FR_BE,BE,2010,17964,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2010_17967,FR_BE,BE,2010,17967,globale,ADJ,global,FR,lemmesMotiliteFR
w_FR_BE_2010_17969,FR_BE,BE,2010,17969,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2010_18468,FR_BE,BE,2010,18468,dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2010_18470,FR_BE,BE,2010,18470,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2010_18650,FR_BE,BE,2010,18650,selon,PRP,selon,FR,lemmesMotiliteFR
w_FR_BE_2010_18652,FR_BE,BE,2010,18652,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2010_25398,FR_BE,BE,2010,25398,dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2010_25400,FR_BE,BE,2010,25400,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2010_66556,FR_BE,BE,2010,66556,démographique,ADJ,démographique,FR,lemmesMotiliteFR
w_FR_BE_2010_66558,FR_BE,BE,2010,66558,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2010_68633,FR_BE,BE,2010,68633,base,NOM,base,FR,lemmesMotiliteFR
w_FR_BE_2010_68635,FR_BE,BE,2010,68635,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2010_108491,FR_BE,BE,2010,108491,communications,NOM,communication,FR,lemmesMotiliteFR
w_FR_BE_2010_108493,FR_BE,BE,2010,108493,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2016_15341,FR_VD,VD,2016,15341,ans,NOM,an,FR,lemmesMotiliteFR
w_FR_VD_2016_15343,FR_VD,VD,2016,15343,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_13678,FR_BE,BE,2024,13678,autorités,NOM,autorité,FR,lemmesMotiliteFR
w_FR_BE_2024_13680,FR_BE,BE,2024,13680,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_14030,FR_BE,BE,2024,14030,sur,PRP,sur,FR,lemmesMotiliteFR
w_FR_BE_2024_14032,FR_BE,BE,2024,14032,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_14242,FR_BE,BE,2024,14242,lieux,NOM,lieu,FR,lemmesMotiliteFR
w_FR_BE_2024_14244,FR_BE,BE,2024,14244,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_14387,FR_BE,BE,2024,14387,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2024_14389,FR_BE,BE,2024,14389,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_14423,FR_BE,BE,2024,14423,base,VER:pres,baser,FR,lemmesMotiliteFR
w_FR_BE_2024_14425,FR_BE,BE,2024,14425,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_16584,FR_BE,BE,2024,16584,",",PUN,",",FR,lemmesMotiliteFR
w_FR_BE_2024_16586,FR_BE,BE,2024,16586,stratégies,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_24177,FR_BE,BE,2024,24177,dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2024_24179,FR_BE,BE,2024,24179,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_25824,FR_BE,BE,2024,25824,cantonal,ADJ,cantonal,FR,lemmesMotiliteFR
w_FR_BE_2024_25826,FR_BE,BE,2024,25826,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_25881,FR_BE,BE,2024,25881,Dans,PRP,dans,FR,lemmesMotiliteFR
w_FR_BE_2024_25883,FR_BE,BE,2024,25883,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_25934,FR_BE,BE,2024,25934,.,SENT,.,FR,lemmesMotiliteFR
w_FR_BE_2024_25936,FR_BE,BE,2024,25936,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_26923,FR_BE,BE,2024,26923,avec,PRP,avec,FR,lemmesMotiliteFR
w_FR_BE_2024_26925,FR_BE,BE,2024,26925,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_53104,FR_BE,BE,2024,53104,base,NOM,base,FR,lemmesMotiliteFR
w_FR_BE_2024_53106,FR_BE,BE,2024,53106,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_53122,FR_BE,BE,2024,53122,),PUN,),FR,lemmesMotiliteFR
w_FR_BE_2024_53124,FR_BE,BE,2024,53124,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_54137,FR_BE,BE,2024,54137,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2024_54139,FR_BE,BE,2024,54139,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_54332,FR_BE,BE,2024,54332,PRR,NAM,PRR,FR,lemmesMotiliteFR
w_FR_BE_2024_54334,FR_BE,BE,2024,54334,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_55506,FR_BE,BE,2024,55506,Berne,NAM,Berne,FR,lemmesMotiliteFR
w_FR_BE_2024_55508,FR_BE,BE,2024,55508,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_93245,FR_BE,BE,2024,93245,),PUN,),FR,lemmesMotiliteFR
w_FR_BE_2024_93247,FR_BE,BE,2024,93247,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2002_20456,FR_BE,BE,2002,20456,",",PUN,",",FR,lemmesMotiliteFR
w_FR_BE_2002_20458,FR_BE,BE,2002,20458,Stratégies,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_GE_2024_75933,FR_GE,GE,2024,75933,ferroviaire,ADJ,ferroviaire,FR,lemmesMotiliteFR
w_FR_GE_2024_75935,FR_GE,GE,2024,75935,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_FR_2002_127651,FR_FR,FR,2002,127651,Coordonner,VER:infi,coordonner,FR,lemmesMotiliteFR
w_FR_FR_2002_127653,FR_FR,FR,2002,127653,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2022_53378,FR_VD,VD,2022,53378,de,PRP,de,FR,lemmesMotiliteFR
w_FR_VD_2022_53380,FR_VD,VD,2022,53380,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2022_134905,FR_VD,VD,2022,134905,de,PRP,de,FR,lemmesMotiliteFR
w_FR_VD_2022_134907,FR_VD,VD,2022,134907,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VS_2019_98466,FR_VS,VS,2019,98466,",",PUN,",",FR,lemmesMotiliteFR
w_FR_VS_2019_98468,FR_VS,VS,2019,98468,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VS_2019_104481,FR_VS,VS,2019,104481,propose,VER:pres,proposer,FR,lemmesMotiliteFR
w_FR_VS_2019_104483,FR_VS,VS,2019,104483,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2002_21069,FR_BE,BE,2002,21069,régionaux,ADJ,régional,FR,lemmesMotiliteFR
w_FR_BE_2002_21071,FR_BE,BE,2002,21071,Stratégies,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2018_52577,FR_VD,VD,2018,52577,de,PRP,de,FR,lemmesMotiliteFR
w_FR_VD_2018_52579,FR_VD,VD,2018,52579,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2016_51408,FR_VD,VD,2016,51408,de,PRP,de,FR,lemmesMotiliteFR
w_FR_VD_2016_51410,FR_VD,VD,2016,51410,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_17740,FR_BE,BE,2024,17740,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2024_17742,FR_BE,BE,2024,17742,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_18230,FR_BE,BE,2024,18230,par,PRP,par,FR,lemmesMotiliteFR
w_FR_BE_2024_18232,FR_BE,BE,2024,18232,stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_BE_2024_23334,FR_BE,BE,2024,23334,de,PRP,de,FR,lemmesMotiliteFR
w_FR_BE_2024_23336,FR_BE,BE,2024,23336,Stratégie,NOM,stratégie,FR,lemmesMotiliteFR
w_FR_VD_2022_35370,FR_VD,VD,2022,35370,exploiter,VER:infi,exploiter,FR,lemmesMotiliteFR
w_FR_VD_2022_35372,FR_VD,VD,2022,35372,ressources,NOM,ressource,FR,lemmesMotiliteFR
w_FR_VD_2018_34776,FR_VD,VD,2018,34776,exploiter,VER:infi,exploiter,FR,lemmesMotiliteFR
w_FR_VD_2018_34778,FR_VD,VD,2018,34778,ressources,NOM,ressource,FR,lemmesMotiliteFR
w_FR_VD_2016_33449,FR_VD,VD,2016,33449,exploiter,VER:infi,exploiter,FR,lemmesMotiliteFR
w_FR_VD_2016_33451,FR_VD,VD,2016,33451,ressources,NOM,ressource,FR,lemmesMotiliteFR
w_FR_VD_2016_85342,FR_VD,VD,2016,85342,rationnelle,ADJ,rationnel,FR,lemmesMotiliteFR
w_FR_VD_2016_85344,FR_VD,VD,2016,85344,ressources,NOM,ressource,FR,lemmesMotiliteFR
w_FR_BE_2016_28711,FR_BE,BE,2016,28711,que,KON,que,FR,lemmesMotiliteFR
w_FR_BE_2016_28713,FR_BE,BE,2016,28713,disponibilité,NOM,disponibilité,FR,lemmesMotiliteFR
w_FR_BE_2013_17941,FR_BE,BE,2013,17941,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_BE_2013_18092,FR_BE,BE,2013,18092,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_BE_2013_23334,FR_BE,BE,2013,23334,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_BE_2013_26035,FR_BE,BE,2013,26035,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_BE_2013_36295,FR_BE,BE,2013,36295,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_BE_2013_68592,FR_BE,BE,2013,68592,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_1497,FR_GE,GE,2024,1497,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_17189,FR_GE,GE,2024,17189,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_18704,FR_GE,GE,2024,18704,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_18992,FR_GE,GE,2024,18992,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_20057,FR_GE,GE,2024,20057,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_20106,FR_GE,GE,2024,20106,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_20660,FR_GE,GE,2024,20660,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_21406,FR_GE,GE,2024,21406,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_21821,FR_GE,GE,2024,21821,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_23414,FR_GE,GE,2024,23414,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_24090,FR_GE,GE,2024,24090,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_24142,FR_GE,GE,2024,24142,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_24346,FR_GE,GE,2024,24346,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_24507,FR_GE,GE,2024,24507,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_26070,FR_GE,GE,2024,26070,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_65150,FR_GE,GE,2024,65150,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_66106,FR_GE,GE,2024,66106,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_68175,FR_GE,GE,2024,68175,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_73486,FR_GE,GE,2024,73486,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_73780,FR_GE,GE,2024,73780,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_74407,FR_GE,GE,2024,74407,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_74643,FR_GE,GE,2024,74643,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_74674,FR_GE,GE,2024,74674,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_75745,FR_GE,GE,2024,75745,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_78213,FR_GE,GE,2024,78213,Accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_78708,FR_GE,GE,2024,78708,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_78857,FR_GE,GE,2024,78857,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_81974,FR_GE,GE,2024,81974,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_85734,FR_GE,GE,2024,85734,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_88118,FR_GE,GE,2024,88118,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_89253,FR_GE,GE,2024,89253,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_101831,FR_GE,GE,2024,101831,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_106202,FR_GE,GE,2024,106202,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_111231,FR_GE,GE,2024,111231,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_111739,FR_GE,GE,2024,111739,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_113403,FR_GE,GE,2024,113403,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
w_FR_GE_2024_113652,FR_GE,GE,2024,113652,accessibilité,NOM,accessibilité,FR,lemmesMotiliteFR
