before,hit,after,lemma,list,n,lang,document,year,canton
) Trogen Sand E . 5 . 2 / 25 ( 82 ) Trogen Schurtanne Baldenwil,optimale,- Süd E . 5 . 2 / 26 ( 85 ) ( * *,optimal,lemmesTempsDE,30023,DE,DE_BL,2025,BL
"; c . wenn sichergestellt ist , dass die Anlage von anderen Netzbetreibern mitbenutzt werden kann",optimal,; d . wenn die Anlage soweit möglich mit den Netzlayouts der verschiedenen Netzbetreiber abgestimmt,optimal,lemmesTempsDE,31133,DE,DE_BL,2025,BL
"oder Umzonung ) Planungszonen mit Bauverbot , sofern Gefahr besteht , dass die Überarbeitung des gemeindlichen",optimale,Zonenplans präjudiziert wird . Festsetzung 15 . 0 Die Erstellung neuer und die Erweiterung bestehender,optimal,lemmesTempsDE,34549,DE,DE_BL,2025,BL
"Wirkungen , verbessern das Klima und das diger Tiere und Pflanzen , wie Moore , Rie-",optimale,ökologische Gleichgewicht und dienen der Erholung . Die Waldfläche ist in ihrer Aus- halten und,optimal,lemmesTempsDE,41587,DE,DE_BL,2025,BL
0 Die Gemeinden prüfen beim Erlass von bau- und planungsrechtlichen Verfügungen über alle im Richtplan enthaltenen,optimaler,NaturObjekte deren Schutz unter Einholung eines wirkt werden . Im übrigen wird es aber auch,optimal,lemmesTempsDE,42301,DE,DE_BL,2025,BL
"oder auch vereinzelte Wohnwagen , die dau- Weitere Schutzbestimmungen sind allgemeiner ernd abgestellt und benutzt wurden",optimal,. Die Ge- und müssen im Richtplan nicht festgelegt wer- meinden haben in der Zwischenzeit,optimal,lemmesTempsDE,43758,DE,DE_BL,2025,BL
Der Regierungsrat erlässt für Gebiete lichen Zugangs . Die Massnahmen zur Freihal mit zu prüfender Nutzung,optimale,( Aus- oder üm- tung der Seeufer sind in Kap . 24 beschrie- zonung ),optimal,lemmesTempsDE,44013,DE,DE_BL,2025,BL
Der Ab- quaXität zu verbessern und den See zu regulie- aus der Oberfläche ) und durch,optimal,bauliche Mass- bau der Bodenschätze und auch die Ablagerung ren . Kernstück davon sind zwei,optimal,lemmesTempsDE,44706,DE,DE_BL,2025,BL
wie vom RPG bei normalen Bauzonen gefor- dert . Ihre bauliche Erschliessunq soll erst später erfolgen,optimale,. Damit kann das Problem zu gross dimensionierter Bauzonen auf gefangen werden ohne eigentliche Rückzonung,optimal,lemmesTempsDE,46977,DE,DE_BL,2025,BL
Landwirtschaftszone ) . Ausserdem kann sich die Infrastrukturplanung ( die meist einen längeren Planungshorizont als 15,optimale,Jahre umfasst ) darauf ausrichten . Zuständig zur Beurteilung der heuti9en SPV-Zonen und ihrer Rückzonung,optimal,lemmesTempsDE,47015,DE,DE_BL,2025,BL
den Kernge- staltung ) . Die Revision der entsprechenden bieten sollen und können jedoch die Parkie-,optimal,"Normen , auf die in gemeindlichen Strassenreg- Die alte Reussbrücke bei Sins vermag den heu-",optimal,lemmesTempsDE,53476,DE,DE_BL,2025,BL
vor allem um Lawinen- mente ( vgl . Abschnitt 2 ) . Naturschutz heisst den .,optimal,"Hauptproblem im Vollzug wird sicher der zonen , wo keine Bauzonen ausgeschieden werden aber auch",optimal,lemmesTempsDE,57857,DE,DE_BL,2025,BL
"Botschaft des Bundesrates vom 27 . Februar 1978l ) , beschliessl : l . Titel :",optimale,"Einleitung Art . l Ziele l Bund , Kantone und Gemeinden sorgen dafür , dass",optimal,lemmesTempsDE,59712,DE,DE_BL,2025,BL
Bund A . 2 . 2 . 2 Anpassung Unter Anpassungen ( = Teilä Ä und,optimal,sich nicht aus dem V ergeben . Festlegungen . Derartige plan-Anpassungsverfahrens . es Richtplanes ),optimal,lemmesTempsDE,3121,DE,DE_BE,2012,BE
die Kompetenz des Regierungsrates ( Art . 11 EG zum RPG ) . A . 2,optimalen,. 2 . 4 Verbindliche Festlegungen zum Änderungsverfahren Eine Richtplananpassung ist notwendig wenn : a,optimal,lemmesTempsDE,3229,DE,DE_BE,2012,BE
"am 19 . September 2003 , wurde dieses Thema wieder aktuell . Einen Berichtsvorentwurf zum Thema",optimal,der Fahrenden hat der Bundesrat im Sommer 2005 bei den Kantonen in Vernehmlassung gegeben .,optimal,lemmesTempsDE,10445,DE,DE_BE,2012,BE
Appenzell A . Rh . Seite 56 Richtplantext Siedlung Verkehr S . V . Siedlungsgebiet Strassen,optimal,S . 1 V . 2 2 . 2 Bauvorhaben : In den Richtplan werden,optimal,lemmesTempsDE,13522,DE,DE_BE,2012,BE
die folgenden Ziele aus : a . Allgemein : - Prioritärer Mitteleinsatz für die Werterhaltung bestehender,optimalen,"Strassen , vor allem für die Erhaltung der Funktionsfähigkeit der Staatsstrassen I . Klasse (",optimal,lemmesTempsDE,13676,DE,DE_BE,2012,BE
. Richtplanaufgabe Entlassung der Staatsstrassen mit eindeutig lokalem Charakter aus der Zuständigkeit des Kantons . Mit,optimale,der Abgabe von Staatsstrassen an die Gemeinden sollen die Voraussetzungen für verkehrstechnische Massnahmen zur Erhöhung,optimal,lemmesTempsDE,13987,DE,DE_BE,2012,BE
"Abstimmungsgsanweisungen 3 . 1 Es besteht die Absicht , die folgenden Staatsstrassen an die Gemeinden abzugeben",optimale,: Gemeinde Herisau abzugebende Staatsstrassen : Gemäss Verzeichnis der Staatsstrassen vom 17 . August 1993,optimal,lemmesTempsDE,14096,DE,DE_BE,2012,BE
Zwischenergebnis Kantonaler Richtplan Appenzell A . Rh . Stand : Mai 2008 Richtplantext Seite 61 22,optimale,S . V . Siedlung Verkehr S . 1 V . 2 Siedlungsgebiet Strassen Gemeinde,optimal,lemmesTempsDE,14394,DE,DE_BE,2012,BE
Sicherung für Radfahrer ( vgl . Übersichtsplan über die Radstrecken ausserorts ) . Ein Mountainbike-Streckennetz steht,optimal,zur Zeit in Bearbeitung . Die kantonsübergreifenden Strecken werden koordiniert . 3 . Richtungsweisende Festlegungen,optimal,lemmesTempsDE,14698,DE,DE_BE,2012,BE
Zielen und bestehen teilweise unzureichende Pa Ausflugs- und Freizeitverkehrs ö Richtkantonalen keine für die ätzlicher Parkplätze,optimale,zu schaffen . Dies wird dadurch begrü dass zeitlich sehr stark begrenzt sind und im,optimal,lemmesTempsDE,15147,DE,DE_BE,2012,BE
Festlegungen 3 . 1 An der Weiterbearbeitung der Bauvorhaben im Rahmen der Zusammenführung der öffentlichen Verkehrsverbindungen,optimale,"in und um St . Gallen , wie insbesondere der Bildung von Durchmesserlinien , sowie",optimal,lemmesTempsDE,16062,DE,DE_BE,2012,BE
unterstützt die Gemeinden bei der Planung der P + R- und B + RAnlagen und sorgt,optimal,für die Koordination ( Massnahmenplan Luftreinhaltung V2 ) . 2 . Ausgangslage und Übersicht über,optimal,lemmesTempsDE,16407,DE,DE_BE,2012,BE
Landwirtschaft festgesetzt . Sie sind in Umfang und Qualität zu erhalten . Eine Entlassung von Teilflächen,optimal,ist ausnahmsweise bei annähernd gleichwertigem Ersatz möglich . Eine zeitlich beschränkte Beanspruchung kann toleriert werden,optimal,lemmesTempsDE,18864,DE,DE_BE,2012,BE
") , Zonen für Skisport Interessengebiet ohne Ortsbild nationaler Bedeutung Dorf Schwellbrunn , da grundsätzlich nur",optimale,Ausweisung ausserhalb Bauzone 2 . Grössere Waldfläche innerhalb Interessengebiet Hundwil / IE 5 / Schwägalp,optimal,lemmesTempsDE,20840,DE,DE_BE,2012,BE
Hundwil / IE 5 / Schwägalp 1 . Intensiverholungszone ( Bauzone ) Schwägalp mit Restaurant und,optimal,"Talstation Säntis-Bahn , Parkplätze , Alpkäserei mit Erweiterungspotential Schaukäserei Zone für Skisport nicht berücksichtigt ,",optimal,lemmesTempsDE,20865,DE,DE_BE,2012,BE
"im Kanton die folgenden drei Amphibienlaichgebiete ausgewiesen : - Gemeinde Stein , Kiesgrube List , Objekt",optimale,Nr . AR 2 : Übriges Gemeindegebiet . Schutzinteressen durch teilweise Zuweisung in Naturschutzzone gemäss,optimal,lemmesTempsDE,23328,DE,DE_BE,2012,BE
". Gemeinde Herisau , Objekt Nr . AR 118 : Schutzinteressen durch Zuweisung in Naturschutzzone gemäss",optimal,R ht la la te text Seite 99 L . Landschaft L . 7 Naturschutzgebiete,optimal,lemmesTempsDE,23393,DE,DE_BE,2012,BE
""" Säntis "" , kantonale Jagdbanngebiete "" Saumweiher "" und "" Gübsenpark "" in Herisau und",optimal,""" Carl Zürcher Stiftung "" in Teufen ( vgl . folgende Abbildungen ) . Abbildung",optimal,lemmesTempsDE,23435,DE,DE_BE,2012,BE
R ch chtt la la te text Seite 105 L . Landschaft L8 L . Konzept,optimal,zur Erhaltung und Fö Förderung von Natur und Landschaft ( Lebensraumverbund ) 1 . Priorität,optimal,lemmesTempsDE,24216,DE,DE_BE,2012,BE
i Bereits allem wertvolle extensiv und standortgerechtere Bewirtschaftung aufwerten . Strukturreiche Verzahnung Wald / Landwirtschaft .,optimal,"Bei südexponierten Landwirtächen , vor allem an ä Kuppen extensive Nutzung anstreben . naturnah genutzt",optimal,lemmesTempsDE,24268,DE,DE_BE,2012,BE
Landschaften von kantonaler Bedeutung Landschaft Siedlung S . L . Landschaftsschutz Siedlungsgebiet S . 1 L,optimale,". 9 1 . Richtplanaufgabe Die Kantone stellen im Rahmen ihrer Richtpläne fest , welche",optimal,lemmesTempsDE,25212,DE,DE_BE,2012,BE
3 . 1 An den Landschaftsschutzzonen gemäss Schutzzonenplan vom 16 . April 1991 wird festgehalten .,optimalen,"Festsetzung 3 . 2 Für die Landschaftsschutzzonen werden differenzierte Schutzziele formuliert , die als Grundlage",optimal,lemmesTempsDE,25376,DE,DE_BE,2012,BE
Veränderungen werden laufend auf einer Richtplankarte im kantonalen Amt für Raumplanung Zug nachgeführt . Sie trefcen,optimale,"in diesem Bericht aber nicht in Erscheinung , da dieser auf einer allgemeineren Ebene angesiedelt",optimal,lemmesTempsDE,32356,DE,DE_BE,2012,BE
Naturschutzgebieten . Gegebenenfalls beantragt der Regierungsrat dem Kantonsrat die Anpassung des kantonalen Teilrichtplans über die Naturschutzgebiete,optimale,"oder erlassen die Gemeinden eigene Schutzbestinunungen . ( Kurzfristig , Zwischenergebnis ) Einige Naturschutzgebiete umfassen",optimal,lemmesTempsDE,41225,DE,DE_BE,2012,BE
"Richtplan als Ausgangslage tionen ( über die Beitragszusicherung ) , allen- aufgenommen ) . Der Regierungsrat",optimale,kann weitere falls in Einzelfällen auch über den Land- Naturobjekte aufgrund der Verordnung über schaftsschutz,optimal,lemmesTempsDE,42594,DE,DE_BE,2012,BE
Landschaften von nationaler Bedeutung aufge- lichsten Massnahmen . Bereits im letzten Jahr- nommen worden ( sogenannte,optimale,BLN-Gebiete ) . Es hundert wurde durch die Forsfcgesetzgebung das handelt sich um folgende Gebiete,optimal,lemmesTempsDE,42688,DE,DE_BE,2012,BE
""" ( Art . 6 . 1 Bundes- schaft wird aber der umfassende und strenge gesetz",optimale,über den Natur- und Heimatschutz ) . Da- Schutz beibehalten ( auch Z . B,optimal,lemmesTempsDE,42865,DE,DE_BE,2012,BE
42 und 20 . 1 Der Kanton erarbeitet mit den Gemeinden ein Konzept für die weitere,optimal,"Siedlungsentwicklung über 15 Jahre hinaus . ( Kurzfristig , Pestsetzung ) Gemeinden kann dazu der",optimal,lemmesTempsDE,46665,DE,DE_BE,2012,BE
tön zu erfolgen hat . Diese Situation wird als bürger einen Projektierungskredit abgelehnt . Ausgangslage im,optimal,Richtplan festgehalten . Vorgängig hatte bereits der Kantonsrat die Vorlage eines Projektierungskredites für die Ein,optimal,lemmesTempsDE,52980,DE,DE_BE,2012,BE
Die bestehenden 300 m Schiessanlagen werden als Information in den Richtplan aufgenommen . Bei ihnen stellt,optimal,sich allenfalls lokal das Problem des Lärmschutzes . Im Bereich Zivilschutz wird 64 Die Organisation,optimal,lemmesTempsDE,55455,DE,DE_BE,2012,BE
"Ortsplanung Verkabelungen geprüft , die jedoch teurer sind in Zusammenarbeit mit den dortigen Wasserlie- und grössere",optimal,Energieverluste haben . Der Richt- feranten . plan bezeichnet die bestehenden und noch zur Für,optimal,lemmesTempsDE,55975,DE,DE_BE,2012,BE
"für Raumplanung und Amt für Denkmalpflege , 1972 - Bauernhausinventar , Bauernhausforschung Kanton Zug Amt für",optimal,"Raumplanung , Amt für Denkmalpflege , Schweiz . Gesellschaft für Volkskunde Karte M 1 :",optimal,lemmesTempsDE,65363,DE,DE_BE,2012,BE
noch 25 % ) . Um diesen notwendigen Handlungsspielraum für die Zukunft zu bewahren und den,optimale,"Unsicherheiten langfristiger Prognosen und Planungen Rechnung zu tragen , können neue Bauzonenausscheidungen , die über",optimal,lemmesTempsDE,5964,DE,DE_BS,2012,BS
Jahr 2020 Gemeinde 1970 1995 Veränd . 2010 2020 Veränd . ( 1 ) ( 2,optimale,) 1970- ( 3 ) ( 3 ) 19952020 % 1995 % Urnäsch 2 ',optimal,lemmesTempsDE,6080,DE,DE_BS,2012,BS
1 ' 160 1 ' 240 15 Stein 1 ' 101 1 ' 348 22 .,optimal,4 1 ' 500 1 ' 590 18 Schönengrund 384 458 19 . 3 520,optimal,lemmesTempsDE,6173,DE,DE_BS,2012,BS
' 240 18 Heiden 3 ' 716 4 ' 114 10 . 7 4 ' 410,optimale,4 ' 620 12 Wolfhalden 1 ' 703 1 ' 812 6 . 4 1,optimal,lemmesTempsDE,6384,DE,DE_BS,2012,BS
. 26 Kanton 66 ' 873 53 ' 823 13 ' 050 71 ' 165 57,optimalen,' 495 13 ' 670 58 ' 550 61 ' 410 1 . 14 1,optimal,lemmesTempsDE,7170,DE,DE_BS,2012,BS
der Gemeinden mit Zentrumsaufgaben sollen die Entwicklungspotentiale aus den ausserkantonalen Zentren aufgenommen und in den Kanton,optimaler,weitergeleitet werden . 2 . Ausgangslage und Übersicht über die Grundlagen Der Kanton verfügt über,optimal,lemmesTempsDE,8771,DE,DE_BS,2012,BS
) Walzenhausen Reute S . 5 . 1 . 24 Steingocht Reute Siedlung S . Bauen,optimal,ausserhalb Siedlungsgebiet Bauzone S . 1 S . 5 * ) Schutzobjekt gemäss Schutzzonenplan 1991,optimal,lemmesTempsDE,12436,DE,DE_BS,2012,BS
kantonalem Interesse und läuft parallel zu den Stossrichtungen der Gebiete . Diese koor in ert r,optimal,"Vorwä einen nd quantitativen Ausbau des öffentlichen Verkehrs , unter Berücksichtigung der Kosten . 3",optimal,lemmesTempsDE,13042,DE,DE_BS,2012,BS
( Grundzüge der anzustrebenden räumlichen Entwicklung ) . 2 . Ausgangslage und Übersicht über die Grundlagen,optimale,2 . 1 Staatsstrassennetz und Klassierung : Der Kanton weist ein dichtes Staatsstrassennetz auf .,optimal,lemmesTempsDE,13217,DE,DE_BS,2012,BS
Fussgänger ; c . Bauvorhaben innerorts : - Berücksichtigung der Verkehrsbedürfnisse ; - Berücksichtigen weiterer Nutzungsbedürfnisse,optimalen,", der Umfeldnutzung und der bestehenden räumlichen Verhältnisse ; - Beachten der Gestaltung des Strassenraumes",optimal,lemmesTempsDE,13724,DE,DE_BS,2012,BS
"auf das Projekt Umfahrung Herisau . Bühler Neuanlage der Staatsstrasse Nr . 12 , Bühler-Gais ,",optimalen,"als Umfahrung des südlichen Dorfteils , zwischen Melsterbühl und Strahlholz . Gais Neuanlage der Staatsstrasse",optimal,lemmesTempsDE,14526,DE,DE_BS,2012,BS
. Richtungsweisende Festlegungen 3 . 1 Entlang stark befahrener Hauptstrassen mit massgeblichem Radverkehr sollen ausserorts kombinierte,optimal,"Rad- / Gehwege , resp . Radstreifen erstellt werden . Innerorts sollen , soweit die",optimal,lemmesTempsDE,14726,DE,DE_BS,2012,BS
öffentlichen Verkehrs im Kanton Appenzell A . Rh . von 1994 . 4 . Abstimmungsanweisungen 4,optimale,". 1 Der Erschliessung der Gemeinden mit Zentrumsaufgaben HerisauWaldstatt , Teufen-Bühler , Speicher-Trogen und Heiden-Wolfhalden",optimal,lemmesTempsDE,15795,DE,DE_BS,2012,BS
. Schienenanschlüsse an der Appenzeller Bahn werden aufgrund der durch die unterschiedlichen Spurweiten notwendigen Rollbock-Verfahren als,optimalen,nicht mehr konkurrenzfähig betrachtet . Als Folge der Vernehmlassungsergebnisse und der ungünstigen Beurteilung der Konkurrenzfähigkeit,optimal,lemmesTempsDE,17291,DE,DE_BS,2012,BS
Ausscheidungskriterien 2 . Konflikte Bühler / IE 9 / Hohe Buche 1 . Ausflugsrestaurant ( Provisorium,optimale,", Erneuerungsabsichten ) , Parkplätze , Aussichtspunkt Gais , Trogen / W 5 / Gäbris",optimal,lemmesTempsDE,21154,DE,DE_BS,2012,BS
Richtplantext Seite 101 L . Landschaft L7 L . Naturschutzgebiete 3 . Richtungsweisende Festlegungen 3 .,optimal,1 Die Baudirektion führt die Schutzbemühungen mit der Ausweisung der kantonalen Schutzzonen fort . Sie,optimal,lemmesTempsDE,23599,DE,DE_BS,2012,BS
"überführt und als BLN-Gebiet "" Säntisgebiet "" , Objekt Nr . 1612 aufgenommen ( VBLN ,",optimalen,9 . Dezember 1996 ) . Im Kanton Appenzell A . Rh . ist das,optimal,lemmesTempsDE,25635,DE,DE_BS,2012,BS
"kantonalen Energiekonzeptes , welches Prioritäten und Kompetenzen festlegt und Massnahmen vorschlägt ( Entwicklungskonzept Appenzell A .",optimal,Rh . M . 1 ) . 2 . Ausgangslage und Übersicht über die Grundlagen,optimal,lemmesTempsDE,26831,DE,DE_BS,2012,BS
", Reaktorstoff- und Inertstoffdeponie ) . 2 . 2 Reststoffdeponien Die im Kanton Appenzell A .",optimal,"Rh . anfallenden Reststoffe werden im Kanton St . Gallen , Deponie Burgauerfeld , Flawil",optimal,lemmesTempsDE,28381,DE,DE_BS,2012,BS
dem Kantonsrat unterbreitet und schliesslich vom Bundesrat genehmigt . BAUDIREKTION DES KANTONS ZUG Dr . P,optimalen,". Twerenbold , Regierungsrat Zug , im März 1987 l- Zusammenfassung mit Richtplantext Überblick über",optimal,lemmesTempsDE,32639,DE,DE_BS,2012,BS
", das voraus- lagernde Schutzbestimmungen . ( Festsetzung ) sichtlich innert 15 Jahren benötigt und erschlössen",optimale,wird ( vgl . Kap . 32 ) . Lokal aber sind An ausgewählten Orten,optimal,lemmesTempsDE,43148,DE,DE_BS,2012,BS
Natur und Landschaft . Das Raumpla- schutzkommission etc . . nungsgesetz legt denn auch besonderen Wert,optimal,auf der kantonalen Richtplanung . die Freihaltung der See- und Flussufer und die Erleichterung des,optimal,lemmesTempsDE,43430,DE,DE_BS,2012,BS
oder Umzonung ) Planungszo- 15 . 0 Die Erstellung neuer und die Erweiterung nen mit Bauverbot,optimale,", sofern Gefahr besteht , bestehender Bootsstationierungsanlagen mit dass die Überarbeitung des gemeindlichen mehr als",optimal,lemmesTempsDE,43685,DE,DE_BS,2012,BS
"den Richtplan aufgenommen . Wie in Abschnitt l dargelegt wurde , ist das festgelegte Siedlungsgebiet (",optimale,"rechtskräffcige Bauzonen samt den "" späterer-Planung-vorbehaltenen Zonen "" ) das Maximum dessen , was als",optimal,lemmesTempsDE,46321,DE,DE_BS,2012,BS
Richtplan dargestellt . Sie sollen den dabei in Beziehung zueinander und zu ver- auch in Zukunft,optimal,ihre Bedeutung als Zentren be- schiedenen Bereichen der kantonalen Richtpla- halten . Der Regierungsrat hat,optimal,lemmesTempsDE,46576,DE,DE_BS,2012,BS
"meist nicht sichtbar an Rahmen ihrer Ortsplanung mit . der Oberfläche , sondern im Boden sind",optimal,. Wenn archäologische Zonen ohne vorherige Untersu- 23 . 0 Der Regierungsrat prüft die Unter-,optimal,lemmesTempsDE,48607,DE,DE_BS,2012,BS
Richfcplan sind nur die wichtig- Ermessen zusätzliche Kulturobjekte unter sten Fundsfcätten und schutzwürdigen Gebiete Schutz .,optimal,bezeichnet . 25 . 0 In den Gebieten mit archäologischen Fundstätten ( Spezialplan ) erlässt,optimal,lemmesTempsDE,48956,DE,DE_BS,2012,BS
", dass sie im ersten Viertel des Prognose- Kanton ist zuständig für das Busnetz ( zusammen",optimale,Das Gesamtverkehrsvolumen hat sich in den Zeitraumes ( 1980-1985 ) trotz vielfältigen Ver- mit den,optimal,lemmesTempsDE,49410,DE,DE_BS,2012,BS
auf die hinreichende Erschliessung durch das Schnellzügen bzw . Intercity-Zügen bedienfc . Auf öffentliche Verkehrsnetz und,optimales,"die Erhaltung und der Linie Zürich-Luzern im Halbetundentakt , Schaffung von Rad- und Fusswegen .",optimal,lemmesTempsDE,49683,DE,DE_BS,2012,BS
"ist davon auszugeben , dass die Ver- weiteren seit einiger Zeit längere Zugskompo- kehrsnachfrage noch weiter",optimal,"zunehmen wird . Eine sitionen eingesetzt . Der Bahnhof soll daher neue , in den",optimal,lemmesTempsDE,49728,DE,DE_BS,2012,BS
Verkehrsmittel angewiesen sind ( z . B . Schü- und den Ausbau der betroffenen Strassen be-,optimal,"Busse der öffentlichen Verkehrsbetriebe ler , ältere Leute etc . ) . Das Busnetz soll",optimal,lemmesTempsDE,51294,DE,DE_BS,2012,BS
neuen Ortgüteranlage der SBB darstel- Im gleichen Gebiet sollen zusätzliche Anlagen len . der Motorfahrzeugkontrolle erstellt,optimal,werden 40 . 1 Der Kanton unterbreitet eine neue Kreditvorlage für die Projektierung einer Ost-,optimal,lemmesTempsDE,53306,DE,DE_BS,2012,BS
"Zeitpunkt Stand Ende November 1999 weisen 19 der 20 Gemeinden revidierte , rechtskräftige Ortsplanungen auf .",optimale,Tabelle 1 : Übersicht über den Stand der Ortsplanungen Gemeinde Genehmigungsdatum der revidierten Ortsplanungen Urnäsch,optimal,lemmesTempsDE,5556,DE,DE_BS,2018,BS
", Revision der kommunalen Richtplanung in Bearbeitung Wolfhalden 20 . September 1994 Lutzenberg 26 . Mai",optimale,1998 Walzenhausen 16 . September 1997 Reute 7 . Januar 1992 2 . 2 Bevölkerungsentwicklung,optimal,lemmesTempsDE,5690,DE,DE_BS,2018,BS
gemäss kantonalem Richtplan u . ä . zu knüpfen . ( vgl . 3 . 1,optimale,richtungsweisende Festlegungen ) . Tabelle 2 : Trendentwicklung der Bevölkerung bis ins Jahr 2020 Gemeinde,optimal,lemmesTempsDE,6052,DE,DE_BS,2018,BS
14 1 . 17 Gais 3 ' 605 2 ' 740 865 3 ' 793 2,optimalen,' 887 906 3 ' 070 3 ' 160 1 . 17 1 . 20,optimal,lemmesTempsDE,6827,DE,DE_BS,2018,BS
3 . 8 6 . 9 - 13 . 1 * ) 440 - 591 1,optimaler,. 7 - 2 . 2 Mia . 7 . 6 - 10 . 6,optimal,lemmesTempsDE,9115,DE,DE_BS,2018,BS
Gemeinden abzugebenden Staatsstrassen der Klasse III B zugewiesen . Zusätzlich zum Verzeichnis der Staatsstrassen hat das,optimal,"kantonale Tiefbauamt weitere Staatsstrassen , die die sachlichen Voraussetzungen erfüllen , zur Abgabe an die",optimal,lemmesTempsDE,14060,DE,DE_BS,2018,BS
"Stand : Mai 2008 Landschaft L . Freizeit , Tourismus und Erholung L . 5 Die",optimale,"Ausrichtung auf neue touristische Strömungen ( Wellness , Kultur- und Erlebnisangebote , Seminarhotels usw .",optimal,lemmesTempsDE,20175,DE,DE_BS,2018,BS
"Heiden / W 7 / Bellevue Bellevue zur Reaktivierung ) , Aussichtspunkt , Wanderwege , Landschaftsschutzzone",optimal,2 . Grössere Waldflächen innerhalb Interessengebiet Lutzenberg / IE 14 / Unterwienacht-Landegg 1 . Erholungsgebiet,optimal,lemmesTempsDE,21549,DE,DE_BS,2018,BS
kann . ür die Verkehrserschliessung not- 4 . 5 Die Baudirektion prüft bei der laufenden Überarbeitung,optimalen,"des EG zum RPG , ob für die Förderung des Tourismus weitere , noch nicht",optimal,lemmesTempsDE,22234,DE,DE_BS,2018,BS
. hat desür die ägung bei zukünftigen Vorhaben festgelegt . Seite 94 Rich pl nt Ri,optimal,"nte t Festsetzung Festsetzung L . 5 . 2 Landschaft L . Freizeit , Tourismus",optimal,lemmesTempsDE,22319,DE,DE_BS,2018,BS
"und Gefahrenkarten . Die Kantone berücksichtigen die Grundlagen bei allen raumwirksamen Tätigkeiten , insbesondere in der",optimal,"Richt- und Nutzungsplanung ( Art . 15 WaV , Art . 21 WBV ) .",optimal,lemmesTempsDE,22558,DE,DE_BS,2018,BS
"vor alä ä und Uferbestockung d r Gewässer ungenügend . ä Landwirtschaftsgebiet recht strukturreich , ö",optimalen,ächen . Wälder teilweise sehr baumargute Qualitä änder . Kulturbeeinflusst nachhaltig . Seite 108 Rich,optimal,lemmesTempsDE,24785,DE,DE_BS,2018,BS
) . turgemä örmig . änkt . Struk- Gewä ungenü aber sche Nutzung Hochalp ) .,optimale,( Schwägalp / Bewertung : Nachhaltig bis naturnah . 3 . 3 Beschreibung : Naturnahe,optimal,lemmesTempsDE,24920,DE,DE_BS,2018,BS
Landschaftsschutzes eine differenzierte Beschreibung des Schutzzweckes und -zieles anzustreben ist . 3 . Abstimmungsgsanweisungen 3 .,optimal,1 An den Landschaftsschutzzonen gemäss Schutzzonenplan vom 16 . April 1991 wird festgehalten . Festsetzung,optimal,lemmesTempsDE,25362,DE,DE_BS,2018,BS
"die Landschaftsschutzzonen werden differenzierte Schutzziele formuliert , die als Grundlage im Gesetzesvollzug dienen . Festsetzung Kantonaler",optimal,Richtplan Appenzell A . Rh . Stand : Mai 2008 Richtplantext Seite Seite111 22 S,optimal,lemmesTempsDE,25397,DE,DE_BS,2018,BS
"EG z RPG ) überlagert . Die Schutzanliegen des BLN-Gebietes "" Säntisgebiet "" sind damit auch",optimal,in die kantonalen Schutzbemühungen eingeflossen und umgesetzt . Ein weiterer Handlungsbedarf besteht damit im Rahmen,optimal,lemmesTempsDE,25685,DE,DE_BS,2018,BS
im Rahmen dieser Richtplanung nicht . Kantonaler Richtplan Appenzell A . Rh . Kantonaler Richtplan Appenzell,optimal,A . Rh . Seite 112 22 Richtplantext Stand : Mai 2008 Landschaft Siedlung S,optimal,lemmesTempsDE,25714,DE,DE_BS,2018,BS
Gas 118 118 119 120 E . 3 Materialversorgung 121 E . 4 Abfallbewirtschaftung 126 E,optimal,. 5 Abwasserentsorgung 134 E . 6 Kommunikation 135 Versorgung Entsorgung E . E E,optimal,lemmesTempsDE,25914,DE,DE_BS,2018,BS
in der Versorgung können so weitestgehend ausgeschlossen Kantonaler Richtplan Appenzell A . Rh . Stand :,optimal,Mai 2008 Richtplantext Seite Seite115 22 E . S . Versorgung Siedlung und Entsorgung E,optimal,lemmesTempsDE,26241,DE,DE_BS,2018,BS
. 2 Vorrangige Interessengebiete zur Sicherung der Kiesversorgung ( vgl . folgende Karte ) : Zwischenergebnis,optimalen,Als vorrangige Interessengebiete werden die Materialvorkommen aussereiner Interessenabwägung auch mit den weiter zu berü nd,optimal,lemmesTempsDE,27791,DE,DE_BS,2018,BS
"allfälligen Gesuchsteller bedeutet dies ein schnelleres und kostengünstigeres Verfahren , da von der öffentlichen Hand schon",optimal,wichtige Standortabklärungen vorweggenommen wurden und erhöhte Realisierungssicherheit bei der Einreichung eines Deponiegesuches für eine Inertstoffdeponie,optimal,lemmesTempsDE,30227,DE,DE_BS,2018,BS
"ist eine standortgemässe , Selbstverständlich tragen auch weitere Mass- naturnahe Waldnutzung und -pflege das erklärte nahmen",optimalen,der Raumplanung und andere Instrumente Ziel der Forsfcwirtschaft . zum Schutz der Natur bei :,optimal,lemmesTempsDE,40984,DE,DE_BS,2018,BS
im Rahmen der abgeschlossenen Verträge und Vereinbarungen die Belange des Naturschutzes beim Waffenplatz Rothenfchunn in Koordination,optimale,"mit dem Kanton Schwyz und den zuständigen Stellen des Bundes . ( Kurzfristig , Festsetzung",optimal,lemmesTempsDE,41527,DE,DE_BS,2018,BS
