lemma,count
@card@,164695
D,554
drei,526
zwei,490
vier,362
II,305
III,218
fünf,167
zehn,123
sechs,100
LV,74
XX,74
acht,69
neun,55
sieben,32
DL,28
XV,26
XI,25
VI,18
XXI,15
zwanzig,14
XC,14
Schattenhalb,13
null,12
VII,11
hundert,11
XVI,10
eins,10
elf,9
dreißig,8
zwölf,8
sechzig,6
vierzig,5
fünfzig,3
neunzig,3
achtzig,3
XII,3
VIII,3
IX,2
DVI,2
XIV,1
fünfzehn,1
tausend,1
zweihundert,1
Autobahnhalb,1
zweieinhalb,1
