lemma,count
a,2895
I,885
nr,520
x,380
la,328
A,312
en,250
et,175
r,128
de,127
i,124
ca,97
bzw,88
and,81
are,80
à,76
ort,43
p,30
it,28
be,22
Mi,18
q,15
usw,10
National,10
for,9
ei,9
ad,8
La,6
of,6
un,5
or,5
is,5
il,5
pas,4
the,4
Gas,4
on,2
jobs,2
se,2
hoc,2
no,2
ego,1
fa,1
fv,1
to,1
house,1
ton,1
son,1
In,1
art,1
as,1
bad,1
Of,1
amp,1
west,1
Detail,1
