lemma,count
alle,857
andere,451
eine,322
solche,158
wenige,106
man,97
viele,35
nichts,35
welche,29
jedermann,29
einige,21
dergleichen,20
beide,18
was,16
meiste,16
jede,11
sämtliche,10
mehrere,8
erstere,7
mehr,6
etwas,5
jemand,5
wenigste,2
etliche,2
keine,2
manche,2
niemand,1
