lemma,count
Vertrag,129
Tunnel,129
EuroAirport,129
Nutzen,129
Neuhausen,128
Kiesgrube,128
Siedlungsentwässerung,128
Indikator,128
Koordinationsbedarf,128
Hilfsschießplatz,128
Ort|Orten,127
Kernstadt,127
Gefahrengebiet,127
Flachmoor,126
Waldgesetz,126
Szenario,125
Campus,125
Umzonungen,125
Ride,125
BASEL-STADT,125
Eignung,125
Schifffahrt,125
RICHTPLANAUFGABE,124
Menge,124
Bauzonenreserve,124
Abwärme,124
Kerngebiet,124
Resultat,124
Meter,124
Funktionsfähigkeit,124
Frist,124
Radfahrer,124
Abfallbewirtschaftung,124
Verkehrsentwicklung,124
Folgende,123
Küssnacht,123
Nutzungsplanverfahren,123
Handeln,123
Ortsbildschutz,123
Rheinufer,123
Zonenplanrevision,123
BUWAL,123
Blatt,122
Rheinfall,122
Leistungsfähigkeit,122
Zufahrt,122
Raumstruktur,122
Pratteln,122
Ortsplanungsrevision,122
Waldfläche,121
Freizeitgarten,121
Beratung,121
”,121
Trend,121
Versorgungssicherheit,121
Überbauung,121
Wildwechsel,121
Einführung,121
Lärmbelastung,121
L2,120
Haus,120
Erhebung,120
Stellungnahme,120
Abweichung,120
Generalsekretariat,120
Jura,120
Verkehrserschließung,120
Öffentlichkeit,120
Raumordnungskonzept,120
Verkehrspolitik,119
Realisierungszeit,119
Kantonsstrassennetz,119
Bodennutzung,119
Bebauungsplan,119
Mischzone,119
Stoßrichtung,119
Steigerung,119
Ermittlung,119
Untersuchung,118
Gestaltungsplan,118
Altlast,118
Arbeit,118
Tramlinie,118
Energiestadt,117
Arbeitshilfe,117
Reusstal,117
Verkehrsmanagement,117
Wasserkraft,116
Tramstrecke,116
Option,116
Bundesstelle,116
Weise,116
Planungsamt,116
Gefahrenhinweiskarte,115
Beringen,115
Fahrt,115
Muttenz,115
Hochspannungsleitung,115
Seeland,115
Freizeitanlage,115
VE1,115
Nutzungsanspruch,115
Strassenbauprogramm,114
kV,114
Alp,114
Lache|Lachen,114
HU,114
Abwasserreinigung,114
