threshold	0.04041439633754076
9394	9524
13029	13068
14308	14676
15029	15254
15360	15396
16158	16247
18269	18780
19999	20080
24545	24644
25254	25477
25783	26477
26894	27263
27552	27908
27931	28189
28269	28725
29087	29504
29657	30087
30129	30760
31270	31448
31631	32865
33183	33321
33441	33509
33638	34646
34713	35103
35190	35873
44304	44418
44452	44548
45306	45608
46547	46689
47077	47961
48078	48572
48904	49118
49342	49617
50181	50325
54420	55153
55357	55529
55591	55677
55923	56070
56175	56861
56914	57031
59318	59390
59939	59955
61137	61259
71493	71578
72084	72136
77657	77716
87976	88147
89572	89679
90002	90119
90348	90546
95614	95793
96217	96315
103033	103068
103589	103779
105402	105408
106072	106203
106508	106632
106854	106863
111122	111220
112914	113007
129788	129916
130875	130942
135292	135523
135590	135778
147511	147608
147748	147927
148400	148587
148661	148747
149148	149301
151232	151494
151570	151624
153233	153318
155056	155212
158125	158319
158413	158546
162213	162267
164660	164805
166431	166491
166812	166878
168539	168695
170195	170323
170742	170759
173800	174047
175602	175817
179688	179759
185824	185913
186520	187016
187467	187694
188888	189018
191357	191395
191684	191822
191882	192622
192663	193746
193790	193894
193917	194245
194643	194861
195207	196591
196614	197148
197451	197569
197602	198301
198404	198695
198807	198992
199201	199250
199698	200023
200211	200434
200674	200687
206561	206617
206738	206853
212231	212322
212626	212701
223768	223908
224219	224266
225327	225346
226530	226646
226683	226705
230668	230745
234150	234185
234331	234404
234554	234676
235042	235111
235553	235666
235746	235820
236539	236835
236936	237091
237471	237635
237859	237928
241405	241558
242227	242237
242551	242879
242896	243223
243960	244042
257394	257430
280405	280591
280775	280841
280919	280997
284301	284374
284889	284982
296190	296234
296422	296510
297338	297439
298551	298817
301443	301572
303967	304252
304480	304666
304839	304870
305446	305648
306352	306506
306601	306783
307273	309113
309174	309959
310367	310492
310626	310809
311000	311018
311071	311286
311314	311517
311558	311865
312495	312515
313653	313713
315019	315153
316469	316531
321289	321462
324146	324198
327634	327800
330553	330699
341707	341797
342480	342495
342885	343007
343562	343592
352374	352531
352761	352800
353089	353203
353966	354065
354438	354545
357400	357615
357981	358035
359501	359539
360012	360053
360809	361086
361270	361725
362118	362457
362508	362947
362995	363019
363139	363324
363659	363819
364103	364219
364395	364655
364850	364918
365065	365253
365350	365407
365977	366045
366078	366273
366654	366689
373070	373086
375359	375473
380788	380879
382288	382403
382856	382894
391130	391185
391284	391445
394350	394375
396165	396318
397960	398484
398560	398720
399027	399058
399443	399766
399981	400473
400658	400753
402275	402417
402755	403199
403284	403513
403759	403851
404070	404832
405430	405587
406116	406213
406593	406703
406771	407168
407441	407501
408404	408874
409052	409209
409297	409367
409797	409987
410074	410674
411048	411173
411320	411361
411504	411612
411988	412100
413093	413224
413309	413404
413640	413821
414492	414656
414765	414902
415166	415254
415556	415841
415953	416137
416889	417550
417641	417720
418170	418770
418788	419126
419290	419521
419881	419973
420989	421223
421542	421685
422023	422133
422666	422938
423647	423852
424157	424365
424898	425016
425532	425576
425919	426095
426788	426850
433392	433502
433606	433664
434436	434531
434634	434774
434924	435018
435480	435604
436070	436194
438488	438654
439199	439244
440455	440612
443997	444121
444600	444652
446857	447064
447975	448049
448722	448873
451807	451906
457312	457434
457622	457728
458225	458522
463027	463092
468544	468909
468999	469153
470350	470418
470853	470946
471631	471892
473261	473338
474574	474934
475507	475542
476028	476132
476815	476987
477841	477850
478386	478548
480005	480223
482115	482248
483596	483639
483957	484106
485792	485868
485943	486064
487905	488195
492007	492066
495245	495385
496862	497009
497945	498351
498900	499058
499090	499140
499401	499485
499678	499739
502129	502219
502420	502469
504286	504413
504532	504823
504917	505206
511249	513018
513156	513479
513978	514222
514800	515408
515533	516874
517165	517298
517322	518319
518449	518648
518849	518923
519213	519368
519496	519618
519908	520177
520395	520490
520752	520903
524709	524769
527070	527248
530225	530294
531640	531652
532970	533063
533390	533503
541053	541145
544038	544187
544539	544568
546881	546985
547145	547254
551656	551706
557697	557739
558071	558193
558572	558648
558771	558831
559046	559121
559222	559297
559869	560207
560302	560473
560633	560700
561241	561365
562828	562888
564760	564790
564925	564963
565565	565893
565910	566250
567219	567335
567572	567631
569774	569913
573705	573838
587415	587451
608062	608128
614201	614253
614588	614773
617887	617987
618531	618584
618829	618978
619916	619967
621010	621116
622504	622582
623636	624027
627861	628410
628521	628657
628923	629025
629201	629811
632253	632292
632972	633053
633296	633474
634184	634252
634354	634389
634645	634847
635255	635377
636471	636576
637484	637525
640275	640342
644745	644774
644891	644987
645599	645972
646408	646724
647065	647392
647444	647699
647786	648208
648572	648994
649160	649687
649733	650342
650529	650735
650909	652063
652232	652348
652654	653433
653490	653759
653824	654213
654301	655056
655292	655413
662204	662318
662352	662448
663206	663508
663739	663748
664543	664685
665088	665542
665767	666423
666758	666975
667196	667501
671477	672252
672472	672631
672673	672790
673038	673185
673291	674062
674109	674236
674382	674518
676834	676851
677953	678163
678643	678713
685651	685693
686804	686889
687385	687447
702815	702986
703352	703383
704079	704138
704503	704581
707805	707917
708392	708468
717307	717405
718062	718161
718482	718594
722767	722846
724607	724638
739717	739868
740730	740796
744928	745031
745147	745269
755892	755989
756129	756308
756773	756985
757022	757126
757528	757683
759629	759869
761582	761673
763470	763624
766535	766747
766815	766959
770588	770661
773039	773185
787754	787883
788254	788289
788460	788564
789402	789456
789527	789941
791620	791868
792180	792676
792834	793437
795585	796098
796706	796854
797363	797661
798102	798215
802589	802733
802795	802927
805303	805410
805831	805934
809392	809495
813343	813401
813623	813688
814369	814394
815323	815482
