lemma,count
und,71536
oder,5587
sowie,4617
bis,2167
+,1649
sowohl,401
&,316
sondern,301
aber,269
beziehungsweise,132
weder,78
entweder,69
denn,66
als,44
noch,31
doch,14
desto,13
jedoch,13
plus,11
