threshold	0.001756028005864704
1526	1700
1843	2017
3281	3732
5373	5588
5871	6083
6717	6961
7111	7285
11509	11683
12401	12575
13309	13483
14174	14348
16221	16430
16757	16931
17040	17363
23022	23196
24304	24478
24999	25173
28397	28675
28973	29147
30409	30583
30860	31034
34457	34679
35220	35394
38455	38721
39577	40028
41567	41741
42881	43060
43095	43274
43719	43893
46741	46915
47200	47374
48106	48280
52249	52520
53126	53300
55196	55370
82580	82754
84457	84694
85131	85305
86220	86394
89612	89962
90359	90982
92016	92190
92470	92928
93458	93632
94002	94176
95184	95358
96204	96851
97173	97347
97490	97664
97769	97943
98115	98289
98537	98834
98922	99230
99356	99757
100164	100381
100641	101222
102652	102826
103115	103289
103703	103877
104215	104813
105104	105278
106174	107119
107385	107685
107740	107951
109625	109799
110060	110353
111002	111176
111867	112041
112406	113045
113545	113719
113976	114186
115774	115948
116741	116915
117183	117357
120435	120609
121696	121870
122490	122664
123164	123534
123704	123878
123956	124228
124619	124796
124843	125020
125578	125752
127855	128065
128758	129097
130701	130875
130971	131145
132047	132221
132320	132531
133142	133322
133353	133533
134458	134632
135334	135508
135982	136359
137487	137661
138613	138787
141271	141716
141812	141986
142074	142316
142422	142708
143045	143219
144124	144298
146528	146738
146939	147406
147914	148131
149737	149948
150026	150244
150631	150805
152537	152887
154533	154808
158092	158266
158462	158637
158695	158878
158903	159088
159134	159311
163613	164009
164459	164830
164861	165040
165278	165452
165861	166035
166728	166902
167832	168019
168030	168217
168422	168644
169355	169529
169770	169944
170176	170522
171354	171528
171670	171844
172033	172207
175419	175652
176477	176723
177755	177929
182114	182293
182328	182507
184339	184830
186836	187010
187181	187594
187848	188022
188630	188804
191454	191628
191819	191994
192052	192440
192486	192663
196003	196282
196551	196725
197359	197783
198455	198629
199700	199874
200187	200424
200685	200939
201099	201321
201964	202138
202390	202564
202789	203121
204160	204334
204535	204709
204876	205050
208349	208582
209356	209530
214128	214304
214357	214533
216062	216237
216296	216574
218656	218830
218964	219138
219254	219666
220081	220330
220396	220933
222263	222773
222912	223224
223412	223750
224681	224855
225760	225934
226172	226346
226528	226702
226891	227065
227288	227552
230159	230344
230360	230545
231374	231889
232218	232392
232554	232847
232965	233139
234196	234370
234970	235184
236266	236440
237281	237556
237603	237780
237872	238046
239368	239542
244056	244476
244687	245012
245044	245224
245461	246785
246979	247437
252184	252549
254196	254370
254629	254803
254970	255144
257488	257662
259329	259503
263849	264259
264281	264870
264961	265249
265680	265990
267380	267688
268205	268380
268448	268857
268897	269356
269390	269912
270209	270451
270533	270707
272380	272990
273120	273294
273623	273798
273866	274041
274971	275363
276264	276588
276778	277152
277909	278206
278274	278449
281591	281765
283337	283511
283730	283904
285067	285241
290062	290236
290443	290617
291012	291186
292950	293124
293425	293634
295701	295875
295967	296141
296258	296792
297324	297572
297674	298530
298793	299191
300250	300424
300548	300931
304807	304982
305049	305224
306545	306719
306880	307054
307929	308103
308298	308472
308899	309073
309875	310152
310460	310676
310910	311126
311250	311484
312474	312648
312936	313412
313922	314096
315227	315401
315607	315781
317323	317497
317802	317976
318378	318552
322696	322956
322990	323168
323246	324174
325497	325671
326472	326648
326703	326879
327152	327396
328325	328499
328947	329121
331053	331346
331385	331698
333174	333348
334006	334180
334912	335087
335143	335359
337122	337376
338061	338235
340617	340791
341374	341680
343097	343271
343413	343587
343988	344162
344422	344596
346505	346679
347433	347803
348741	348952
349282	349595
349782	349992
353366	353713
354113	354287
355089	355263
358946	359156
359626	359800
360626	360800
361009	361183
361453	361627
361799	362012
362378	362556
362595	362773
363196	363415
364189	364398
364945	365119
365555	365869
366061	366583
366828	367212
367465	367829
369229	369549
372291	372465
375510	375684
376219	376393
378395	378569
385803	385977
386372	386546
387850	388060
390039	390213
391114	391288
392713	392887
393463	393637
394079	394290
394360	394534
394994	395168
395939	396113
397056	397440
398792	399002
399888	400062
401009	401220
401318	401961
402060	402270
402365	402539
405270	405444
406148	406322
406531	406705
408007	408181
408964	409340
410045	410219
410817	411131
411187	411793
411902	412367
412493	412667
414465	414639
414825	414999
417085	417259
417341	417515
420453	420627
421854	422182
422230	422407
422537	422765
423568	423742
425482	425656
427126	427300
429228	429402
429585	429766
429794	430155
431834	432008
432650	432995
433692	433866
435452	435758
436019	436193
436335	436509
437481	437693
437746	437921
438061	438373
438836	439010
439084	439258
439690	439864
441268	441702
441989	442364
443894	444069
444129	444304
446605	446779
446940	447114
447408	447582
450644	450977
451249	451591
451703	451947
452707	453001
454322	454643
456317	456491
456882	457056
457998	458172
459922	460096
461671	461845
462311	462485
466509	467016
469602	469966
471572	471746
473447	473621
474361	474597
475259	475556
476206	476744
477070	477308
479797	479972
480035	480274
480387	480561
481159	481333
481460	481640
481672	482069
482817	483362
484167	484341
484526	484700
488076	488250
488653	488893
489195	489369
490307	490481
490784	490958
491849	492023
492451	492625
492876	493050
493347	493521
493651	493825
493935	494109
494297	494471
494679	494855
494910	495096
495115	495299
495425	495599
495689	495863
495937	496113
496168	496552
496800	496974
497088	497262
497364	497808
498059	498233
498322	498694
499099	499286
499297	499650
499938	500114
500165	500341
500414	500594
500625	501526
501909	502243
502456	502930
503008	503182
503356	503761
503936	504110
504181	504538
504692	504866
505104	505489
505555	506271
506502	507398
507637	508875
509115	509295
509327	509870
509955	510647
510882	511439
511676	511850
512037	512514
512689	512863
512955	513129
513262	513436
513633	513818
513834	514365
514613	514961
515162	515499
515703	515877
515951	516125
516334	516874
517077	517596
517793	517977
517996	518180
519649	520003
521016	521190
521622	521796
522711	522885
526576	526750
