id,document,canton,year,n,form,depos,delemma,lang,list
w_DE_AG_2025_73114,DE_AG,AG,2025,73114,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_1986_35649,DE_BS,BS,1986,35649,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_1986_35716,DE_BS,BS,1986,35716,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_1986_42569,DE_BS,BS,1986,42569,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BE_2010_17437,DE_BE,BE,2010,17437,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AR_1987_6576,DE_AR,AR,1987,6576,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AR_1987_28315,DE_AR,AR,1987,28315,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_NW_2024_627,DE_NW,NW,2024,627,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_NW_2024_50946,DE_NW,NW,2024,50946,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_NW_2024_52053,DE_NW,NW,2024,52053,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_NW_2024_52098,DE_NW,NW,2024,52098,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_NW_2024_71523,DE_NW,NW,2024,71523,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2011_7239,DE_AI,AI,2011,7239,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2011_23303,DE_AI,AI,2011,23303,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2011_23425,DE_AI,AI,2011,23425,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2011_23562,DE_AI,AI,2011,23562,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2011_29793,DE_AI,AI,2011,29793,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2011_29834,DE_AI,AI,2011,29834,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_SO_2023_49172,DE_SO,SO,2023,49172,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_2006_6959,DE_OW,OW,2006,6959,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_2006_25165,DE_OW,OW,2006,25165,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_GL_2025_22410,DE_GL,GL,2025,22410,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_GL_2025_22455,DE_GL,GL,2025,22455,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_GL_2025_22462,DE_GL,GL,2025,22462,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_2019_13519,DE_BS,BS,2019,13519,Fussweg,NN,Fußweg,DE,lemmesTempsDE
w_DE_ZG_2004_11837,DE_ZG,ZG,2004,11837,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_ZG_2004_26131,DE_ZG,ZG,2004,26131,Fussweg,NN,Fußweg,DE,lemmesTempsDE
w_DE_ZG_2004_26205,DE_ZG,ZG,2004,26205,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_ZG_2025_4874,DE_ZG,ZG,2025,4874,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_ZG_2025_10746,DE_ZG,ZG,2025,10746,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_ZG_2025_14070,DE_ZG,ZG,2025,14070,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BE_2002_14481,DE_BE,BE,2002,14481,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_BE_2002_57499,DE_BE,BE,2002,57499,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_2010_41863,DE_BS,BS,2010,41863,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_2010_45757,DE_BS,BS,2010,45757,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_2010_46880,DE_BS,BS,2010,46880,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_2010_71188,DE_BS,BS,2010,71188,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_SZ_2012_5526,DE_SZ,SZ,2012,5526,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_1529,DE_OW,OW,1987,1529,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_54838,DE_OW,OW,1987,54838,FUSSWEGE,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_55071,DE_OW,OW,1987,55071,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_55110,DE_OW,OW,1987,55110,Fussweg,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_55117,DE_OW,OW,1987,55117,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_55123,DE_OW,OW,1987,55123,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_55284,DE_OW,OW,1987,55284,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_55348,DE_OW,OW,1987,55348,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_55352,DE_OW,OW,1987,55352,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_71617,DE_OW,OW,1987,71617,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_78281,DE_OW,OW,1987,78281,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_OW_1987_85296,DE_OW,OW,1987,85296,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_LU_2009_47003,DE_LU,LU,2009,47003,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_SH_2004_64522,DE_SH,SH,2004,64522,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_SH_2004_98659,DE_SH,SH,2004,98659,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_SH_2004_107641,DE_SH,SH,2004,107641,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_SH_2004_110541,DE_SH,SH,2004,110541,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_2025_59163,DE_BS,BS,2025,59163,Fussweg,NN,Fußweg,DE,lemmesTempsDE
w_DE_BE_2004_14481,DE_BE,BE,2004,14481,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_BE_2004_58773,DE_BE,BE,2004,58773,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2002_25744,DE_AI,AI,2002,25744,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2002_25951,DE_AI,AI,2002,25951,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2002_25997,DE_AI,AI,2002,25997,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2002_41516,DE_AI,AI,2002,41516,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2002_54954,DE_AI,AI,2002,54954,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2002_55071,DE_AI,AI,2002,55071,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2002_55131,DE_AI,AI,2002,55131,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_SH_2021_47201,DE_SH,SH,2021,47201,Fussweg,NN,Fußweg,DE,lemmesTempsDE
w_DE_SH_2021_47206,DE_SH,SH,2021,47206,Fussweg,NN,Fußweg,DE,lemmesTempsDE
w_DE_SH_2021_48133,DE_SH,SH,2021,48133,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_SZ_2022_27515,DE_SZ,SZ,2022,27515,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_SZ_2022_28069,DE_SZ,SZ,2022,28069,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_BE_2013_17413,DE_BE,BE,2013,17413,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AG_1996_16074,DE_AG,AG,1996,16074,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2017_44961,DE_AI,AI,2017,44961,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_AI_2017_45261,DE_AI,AI,2017,45261,Fussweg,NN,Fußweg,DE,lemmesTempsDE
w_DE_BL_2025_1167,DE_BL,BL,2025,1167,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BL_2025_49811,DE_BL,BL,2025,49811,FUSSWEGE,NN,Fußweg,DE,lemmesTempsDE
w_DE_BL_2025_49837,DE_BL,BL,2025,49837,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BL_2025_49950,DE_BL,BL,2025,49950,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BL_2025_50108,DE_BL,BL,2025,50108,FUSSWEGE,NN,Fußweg,DE,lemmesTempsDE
w_DE_BL_2025_50136,DE_BL,BL,2025,50136,Fusswegen,NN,Fußweg,DE,lemmesTempsDE
w_DE_BE_2012_17448,DE_BE,BE,2012,17448,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_2012_51340,DE_BS,BS,2012,51340,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_2012_52526,DE_BS,BS,2012,52526,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_2018_49986,DE_BS,BS,2018,49986,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_BS_2018_51228,DE_BS,BS,2018,51228,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_ZH_2020_3575,DE_ZH,ZH,2020,3575,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_ZH_2020_40591,DE_ZH,ZH,2020,40591,Fusswege,NN,Fußweg,DE,lemmesTempsDE
w_DE_AR_2008_13437,DE_AR,AR,2008,13437,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2008_13479,DE_AR,AR,2008,13479,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AG_2025_58184,DE_AG,AG,2025,58184,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_SZ_2008_1676,DE_SZ,SZ,2008,1676,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_SZ_2008_16081,DE_SZ,SZ,2008,16081,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_SZ_2004_1391,DE_SZ,SZ,2004,1391,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2002_14510,DE_AR,AR,2002,14510,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2002_14552,DE_AR,AR,2002,14552,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_BS_2010_40850,DE_BS,BS,2010,40850,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_BS_2010_73148,DE_BS,BS,2010,73148,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_SZ_2010_6615,DE_SZ,SZ,2010,6615,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AI_2002_24664,DE_AI,AI,2002,24664,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2012_13160,DE_AR,AR,2012,13160,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2012_13240,DE_AR,AR,2012,13240,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2012_13577,DE_AR,AR,2012,13577,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2012_13619,DE_AR,AR,2012,13619,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2025_23378,DE_AR,AR,2025,23378,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2025_23458,DE_AR,AR,2025,23458,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2025_24273,DE_AR,AR,2025,24273,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2025_24310,DE_AR,AR,2025,24310,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_AR_2025_45045,DE_AR,AR,2025,45045,geschwindigkeiten,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_BL_2025_39893,DE_BL,BL,2025,39893,Geschwindigkeit,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_BS_2012_45155,DE_BS,BS,2012,45155,Geschwindigkeiten,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_BS_2018_44071,DE_BS,BS,2018,44071,Geschwindigkeiten,NN,Geschwindigkeit,DE,lemmesTempsDE
w_DE_TG_2018_29061,DE_TG,TG,2018,29061,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_TG_2018_43807,DE_TG,TG,2018,43807,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2010_15383,DE_BE,BE,2010,15383,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2010_16032,DE_BE,BE,2010,16032,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_LU_2025_31343,DE_LU,LU,2025,31343,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_LU_2025_49385,DE_LU,LU,2025,49385,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_NW_2024_36322,DE_NW,NW,2024,36322,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_SO_2023_44223,DE_SO,SO,2023,44223,Kilometern,NN,Kilometer,DE,lemmesTempsDE
w_DE_SO_2023_48737,DE_SO,SO,2023,48737,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_OW_2006_23782,DE_OW,OW,2006,23782,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_OW_2006_24356,DE_OW,OW,2006,24356,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_GL_2025_29219,DE_GL,GL,2025,29219,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_SZ_2008_23380,DE_SZ,SZ,2008,23380,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_ZG_2004_20281,DE_ZG,ZG,2004,20281,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2008_15519,DE_BE,BE,2008,15519,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2008_16177,DE_BE,BE,2008,16177,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2002_14910,DE_BE,BE,2002,14910,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2002_15467,DE_BE,BE,2002,15467,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BS_2010_71447,DE_BS,BS,2010,71447,Kilometern,NN,Kilometer,DE,lemmesTempsDE
w_DE_SZ_2010_8309,DE_SZ,SZ,2010,8309,Kilometern,NN,Kilometer,DE,lemmesTempsDE
w_DE_OW_1987_19401,DE_OW,OW,1987,19401,Kilometern,NN,Kilometer,DE,lemmesTempsDE
w_DE_LU_2009_43972,DE_LU,LU,2009,43972,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_SH_2004_22917,DE_SH,SH,2004,22917,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_SH_2004_45337,DE_SH,SH,2004,45337,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2024_38206,DE_BE,BE,2024,38206,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2004_14910,DE_BE,BE,2004,14910,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2004_15467,DE_BE,BE,2004,15467,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_SZ_2022_6986,DE_SZ,SZ,2022,6986,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_SZ_2022_48936,DE_SZ,SZ,2022,48936,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2006_15518,DE_BE,BE,2006,15518,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2006_16176,DE_BE,BE,2006,16176,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2013_15359,DE_BE,BE,2013,15359,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2013_16008,DE_BE,BE,2013,16008,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_AI_2017_45566,DE_AI,AI,2017,45566,Kilometern,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2012_15394,DE_BE,BE,2012,15394,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_BE_2012_16043,DE_BE,BE,2012,16043,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_ZH_2020_40474,DE_ZH,ZH,2020,40474,Kilometer,NN,Kilometer,DE,lemmesTempsDE
w_DE_ZH_2020_40480,DE_ZH,ZH,2020,40480,Kilometern,NN,Kilometer,DE,lemmesTempsDE
w_DE_ZG_1987_18508,DE_ZG,ZG,1987,18508,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_ZG_1987_19269,DE_ZG,ZG,1987,19269,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_LU_2025_27500,DE_LU,LU,2025,27500,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_NW_2024_47919,DE_NW,NW,2024,47919,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_SZ_1986_16303,DE_SZ,SZ,1986,16303,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_SZ_1986_18163,DE_SZ,SZ,1986,18163,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_UR_2023_60859,DE_UR,UR,2023,60859,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_GL_2025_34526,DE_GL,GL,2025,34526,Komforts,NN,Komfort,DE,lemmesTempsDE
w_DE_SZ_2008_21714,DE_SZ,SZ,2008,21714,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_BS_2019_12611,DE_BS,BS,2019,12611,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_SZ_2010_5894,DE_SZ,SZ,2010,5894,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_SZ_2010_6622,DE_SZ,SZ,2010,6622,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_SZ_2012_2771,DE_SZ,SZ,2012,2771,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_BS_2025_58251,DE_BS,BS,2025,58251,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_AI_2017_45613,DE_AI,AI,2017,45613,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_AI_2017_45822,DE_AI,AI,2017,45822,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_BS_2012_50139,DE_BS,BS,2012,50139,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_BS_2018_49039,DE_BS,BS,2018,49039,Komfort,NN,Komfort,DE,lemmesTempsDE
w_DE_AR_2008_4405,DE_AR,AR,2008,4405,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_2008_8828,DE_AR,AR,2008,8828,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_2008_8876,DE_AR,AR,2008,8876,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_2008_8879,DE_AR,AR,2008,8879,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_2008_8896,DE_AR,AR,2008,8896,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_2008_8911,DE_AR,AR,2008,8911,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_2008_9010,DE_AR,AR,2008,9010,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_2008_9220,DE_AR,AR,2008,9220,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_2008_13055,DE_AR,AR,2008,13055,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_2008_26717,DE_AR,AR,2008,26717,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_ZG_1987_7318,DE_ZG,ZG,1987,7318,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_ZG_1987_29272,DE_ZG,ZG,1987,29272,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_TG_2018_1931,DE_TG,TG,2018,1931,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_TG_2018_16323,DE_TG,TG,2018,16323,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_TG_2018_16845,DE_TG,TG,2018,16845,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_TG_2018_24392,DE_TG,TG,2018,24392,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_TG_2018_28589,DE_TG,TG,2018,28589,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_TG_2018_43188,DE_TG,TG,2018,43188,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_TG_2018_48194,DE_TG,TG,2018,48194,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AG_2025_24495,DE_AG,AG,2025,24495,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AG_2025_26844,DE_AG,AG,2025,26844,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AG_2025_27253,DE_AG,AG,2025,27253,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AG_2025_35863,DE_AG,AG,2025,35863,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AG_2025_47576,DE_AG,AG,2025,47576,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AG_2025_56184,DE_AG,AG,2025,56184,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AG_2025_64928,DE_AG,AG,2025,64928,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AG_2025_86777,DE_AG,AG,2025,86777,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AG_2025_91469,DE_AG,AG,2025,91469,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BS_1986_43908,DE_BS,BS,1986,43908,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_7069,DE_BE,BE,2010,7069,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_7271,DE_BE,BE,2010,7271,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_9469,DE_BE,BE,2010,9469,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_14910,DE_BE,BE,2010,14910,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_16892,DE_BE,BE,2010,16892,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_23442,DE_BE,BE,2010,23442,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_23472,DE_BE,BE,2010,23472,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_25671,DE_BE,BE,2010,25671,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_33318,DE_BE,BE,2010,33318,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_47012,DE_BE,BE,2010,47012,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_50421,DE_BE,BE,2010,50421,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_52256,DE_BE,BE,2010,52256,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_52267,DE_BE,BE,2010,52267,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_53843,DE_BE,BE,2010,53843,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_65082,DE_BE,BE,2010,65082,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_66348,DE_BE,BE,2010,66348,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_66364,DE_BE,BE,2010,66364,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_66598,DE_BE,BE,2010,66598,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_66618,DE_BE,BE,2010,66618,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_67519,DE_BE,BE,2010,67519,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_68546,DE_BE,BE,2010,68546,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_68679,DE_BE,BE,2010,68679,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_69235,DE_BE,BE,2010,69235,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_69279,DE_BE,BE,2010,69279,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_70317,DE_BE,BE,2010,70317,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_70415,DE_BE,BE,2010,70415,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_72708,DE_BE,BE,2010,72708,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_76169,DE_BE,BE,2010,76169,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_BE_2010_76202,DE_BE,BE,2010,76202,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_25507,DE_AR,AR,1987,25507,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_25513,DE_AR,AR,1987,25513,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_25550,DE_AR,AR,1987,25550,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_26033,DE_AR,AR,1987,26033,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_29289,DE_AR,AR,1987,29289,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_29714,DE_AR,AR,1987,29714,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_30185,DE_AR,AR,1987,30185,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_30489,DE_AR,AR,1987,30489,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_30773,DE_AR,AR,1987,30773,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_31135,DE_AR,AR,1987,31135,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_31517,DE_AR,AR,1987,31517,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_31750,DE_AR,AR,1987,31750,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_31963,DE_AR,AR,1987,31963,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_32263,DE_AR,AR,1987,32263,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_32527,DE_AR,AR,1987,32527,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_32775,DE_AR,AR,1987,32775,Kosten,NN,Kosten,DE,lemmesTempsDE
w_DE_AR_1987_33008,DE_AR,AR,1987,33008,Kosten,NN,Kosten,DE,lemmesTempsDE
